-0.604217	-0.24621	-0.314546	-0.604217	-0.24621	0
0.473707	-0.302551	-0.300804	0.473707	-0.302551	0
1.46917	-0.268839	-0.315404	1.46917	-0.268839	0
2.45373	-0.20173	-0.322931	2.45373	-0.20173	0
3.49081	-0.201961	-0.316108	3.49081	-0.201961	0
4.57031	-0.184801	-0.320958	4.57031	-0.184801	0
5.59222	-0.202721	-0.312291	5.59222	-0.202721	0
6.61559	-0.22575	-0.323355	6.61559	-0.22575	0
7.63129	-0.243152	-0.319041	7.63129	-0.243152	0
8.69902	-0.276508	-0.296071	8.69902	-0.276508	0
9.70994	-0.28917	-0.306272	9.70994	-0.28917	0
10.8182	-0.274132	-0.326854	10.8182	-0.274132	0
11.8282	-0.333335	-0.320931	11.8282	-0.333335	0
-10.9286	-0.337361	-0.327674	-10.9286	-0.337361	0
-9.93008	-0.267191	-0.303081	-9.93008	-0.267191	0
-8.87823	-0.299252	-0.296255	-8.87823	-0.299252	0
-7.83102	-0.304324	-0.326549	-7.83102	-0.304324	0
-6.83526	-0.282693	-0.319338	-6.83526	-0.282693	0
-5.81815	-0.327287	-0.324267	-5.81815	-0.327287	0
-4.6979	-0.271168	-0.300603	-4.6979	-0.271168	0
-3.71456	-0.304127	-0.318511	-3.71456	-0.304127	0
-2.68634	-0.270084	-0.31023	-2.68634	-0.270084	0
-1.64484	-0.208236	-0.315998	-1.64484	-0.208236	0
-0.632058	0.767833	-0.301223	-0.632058	0.767833	0
0.434943	0.778855	-0.331248	0.434943	0.778855	0
1.43456	0.817341	-0.278212	1.43456	0.817341	0
2.43672	0.846366	-0.325738	2.43672	0.846366	0
3.48852	0.811299	-0.316108	3.48852	0.811299	0
4.56744	0.861412	-0.306182	4.56744	0.861412	0
5.63672	0.796357	-0.282323	5.63672	0.796357	0
6.67036	0.766727	-0.350523	6.67036	0.766727	0
7.64375	0.859769	-0.321037	7.64375	0.859769	0
8.7104	0.813907	-0.309793	8.7104	0.813907	0
9.73932	0.730211	-0.307071	9.73932	0.730211	0
10.7317	0.762319	-0.291657	10.7317	0.762319	0
11.7941	0.721141	-0.311902	11.7941	0.721141	0
-10.9575	0.774581	-0.346913	-10.9575	0.774581	0
-9.92085	0.802237	-0.326906	-9.92085	0.802237	0
-8.87669	0.760539	-0.319073	-8.87669	0.760539	0
-7.8823	0.773219	-0.299998	-7.8823	0.773219	0
-6.86516	0.732651	-0.314316	-6.86516	0.732651	0
-5.79057	0.750497	-0.331122	-5.79057	0.750497	0
-4.76871	0.751861	-0.329148	-4.76871	0.751861	0
-3.71575	0.74564	-0.330369	-3.71575	0.74564	0
-2.67287	0.805222	-0.340959	-2.67287	0.805222	0
-1.65046	0.759428	-0.299432	-1.65046	0.759428	0
-0.572502	1.77566	-0.301851	-0.572502	1.77566	0
0.482627	1.79599	-0.32475	0.482627	1.79599	0
1.47977	1.80211	-0.336962	1.47977	1.80211	0
2.49669	1.88363	-0.316628	2.49669	1.88363	0
3.51408	1.84539	-0.318187	3.51408	1.84539	0
4.62557	1.90239	-0.330485	4.62557	1.90239	0
5.63537	1.85978	-0.306793	5.63537	1.85978	0
6.6597	1.87914	-0.332509	6.6597	1.87914	0
7.69882	1.85419	-0.305834	7.69882	1.85419	0
8.71848	1.83838	-0.342909	8.71848	1.83838	0
9.75781	1.7977	-0.29974	9.75781	1.7977	0
10.7428	1.75404	-0.293088	10.7428	1.75404	0
11.8112	1.70938	-0.323644	11.8112	1.70938	0
-10.9288	1.79557	-0.316862	-10.9288	1.79557	0
-9.94603	1.84415	-0.322168	-9.94603	1.84415	0
-8.90038	1.76623	-0.292094	-8.90038	1.76623	0
-7.88042	1.83451	-0.309842	-7.88042	1.83451	0
-6.81928	1.83041	-0.298466	-6.81928	1.83041	0
-5.8031	1.7901	-0.298567	-5.8031	1.7901	0
-4.75535	1.78327	-0.317937	-4.75535	1.78327	0
-3.70794	1.81284	-0.338193	-3.70794	1.81284	0
-2.67371	1.77451	-0.327957	-2.67371	1.77451	0
-1.57517	1.78563	-0.33199	-1.57517	1.78563	0
-0.515753	2.85679	-0.317517	-0.515753	2.85679	0
0.483405	2.83532	-0.313408	0.483405	2.83532	0
1.46113	2.85722	-0.305666	1.46113	2.85722	0
2.50525	2.92383	-0.299251	2.50525	2.92383	0
3.58145	2.84447	-0.30742	3.58145	2.84447	0
4.59243	2.87913	-0.327593	4.59243	2.87913	0
5.634	2.86314	-0.318692	5.634	2.86314	0
6.61611	2.86005	-0.286521	6.61611	2.86005	0
7.66547	2.92949	-0.276394	7.66547	2.92949	0
8.7071	2.87813	-0.344562	8.7071	2.87813	0
9.74085	2.84507	-0.315486	9.74085	2.84507	0
10.7863	2.76656	-0.330906	10.7863	2.76656	0
11.8296	2.78088	-0.310459	11.8296	2.78088	0
-10.9754	2.79836	-0.31811	-10.9754	2.79836	0
-9.88607	2.82604	-0.331932	-9.88607	2.82604	0
-8.88284	2.80806	-0.309278	-8.88284	2.80806	0
-7.7955	2.83706	-0.314521	-7.7955	2.83706	0
-6.78407	2.84809	-0.285028	-6.78407	2.84809	0
-5.73788	2.7979	-0.290631	-5.73788	2.7979	0
-4.68905	2.76823	-0.29081	-4.68905	2.76823	0
-3.61753	2.79503	-0.318968	-3.61753	2.79503	0
-2.58299	2.81301	-0.341427	-2.58299	2.81301	0
-1.56073	2.85063	-0.286593	-1.56073	2.85063	0
-0.577963	3.90053	-0.315402	-0.577963	3.90053	0
0.45541	3.88534	-0.328405	0.45541	3.88534	0
1.50007	3.93297	-0.326931	1.50007	3.93297	0
2.50193	3.92488	-0.304805	2.50193	3.92488	0
3.54739	3.88037	-0.325041	3.54739	3.88037	0
4.58004	3.83556	-0.308745	4.58004	3.83556	0
5.57932	3.86139	-0.34715	5.57932	3.86139	0
6.6229	3.92527	-0.329492	6.6229	3.92527	0
7.67065	3.89755	-0.309514	7.67065	3.89755	0
8.68984	3.87609	-0.32606	8.68984	3.87609	0
9.67607	3.93072	-0.334691	9.67607	3.93072	0
10.7525	3.79732	-0.328762	10.7525	3.79732	0
11.7703	3.87764	-0.328964	11.7703	3.87764	0
-10.9358	3.83181	-0.3262	-10.9358	3.83181	0
-9.87331	3.80727	-0.333012	-9.87331	3.80727	0
-8.81712	3.87821	-0.311037	-8.81712	3.87821	0
-7.80553	3.88609	-0.327089	-7.80553	3.88609	0
