-0.688229	-0.392572	-0.293545	-0.688229	-0.392572	0
0.285898	-0.375303	-0.344752	0.285898	-0.375303	0
1.36267	-0.409621	-0.330516	1.36267	-0.409621	0
2.36351	-0.399759	-0.320147	2.36351	-0.399759	0
3.46249	-0.364079	-0.331642	3.46249	-0.364079	0
4.45591	-0.28526	-0.318851	4.45591	-0.28526	0
5.53265	-0.270776	-0.303131	5.53265	-0.270776	0
6.546	-0.358823	-0.311928	6.546	-0.358823	0
7.62012	-0.354202	-0.303867	7.62012	-0.354202	0
8.66392	-0.364563	-0.329917	8.66392	-0.364563	0
9.70145	-0.402445	-0.330207	9.70145	-0.402445	0
10.7144	-0.316252	-0.344564	10.7144	-0.316252	0
11.7312	-0.449504	-0.294676	11.7312	-0.449504	0
-11.0465	-0.327116	-0.322764	-11.0465	-0.327116	0
-10.0323	-0.29568	-0.302632	-10.0323	-0.29568	0
-9.031	-0.278683	-0.311798	-9.031	-0.278683	0
-7.96566	-0.349846	-0.326219	-7.96566	-0.349846	0
-6.90613	-0.324196	-0.360649	-6.90613	-0.324196	0
-5.8964	-0.36116	-0.340374	-5.8964	-0.36116	0
-4.91436	-0.393082	-0.318572	-4.91436	-0.393082	0
-3.84251	-0.434898	-0.317873	-3.84251	-0.434898	0
-2.77077	-0.34716	-0.352386	-2.77077	-0.34716	0
-1.67663	-0.406727	-0.306729	-1.67663	-0.406727	0
-0.723773	0.644918	-0.329897	-0.723773	0.644918	0
0.329495	0.616757	-0.309861	0.329495	0.616757	0
1.42047	0.634842	-0.337076	1.42047	0.634842	0
2.41421	0.640958	-0.320278	2.41421	0.640958	0
3.48803	0.729273	-0.300562	3.48803	0.729273	0
4.51665	0.673909	-0.323141	4.51665	0.673909	0
5.61398	0.711153	-0.324198	5.61398	0.711153	0
6.56184	0.658304	-0.325314	6.56184	0.658304	0
7.64064	0.671568	-0.342243	7.64064	0.671568	0
8.66227	0.680996	-0.295767	8.66227	0.680996	0
9.68247	0.601938	-0.316091	9.68247	0.601938	0
10.7455	0.6808	-0.326899	10.7455	0.6808	0
11.7056	0.639362	-0.323535	11.7056	0.639362	0
-11.0155	0.715077	-0.352426	-11.0155	0.715077	0
-9.99034	0.751145	-0.273744	-9.99034	0.751145	0
-8.99646	0.717042	-0.31476	-8.99646	0.717042	0
-7.92145	0.786937	-0.324755	-7.92145	0.786937	0
-6.93232	0.706766	-0.316896	-6.93232	0.706766	0
-5.88929	0.660455	-0.319933	-5.88929	0.660455	0
-4.86162	0.645409	-0.325834	-4.86162	0.645409	0
-3.84559	0.601359	-0.313057	-3.84559	0.601359	0
-2.83899	0.591718	-0.309874	-2.83899	0.591718	0
-1.77754	0.572345	-0.32346	-1.77754	0.572345	0
-0.710481	1.666	-0.312467	-0.710481	1.666	0
0.299524	1.69446	-0.314475	0.299524	1.69446	0
1.3666	1.69535	-0.317504	1.3666	1.69535	0
2.43342	1.74614	-0.322217	2.43342	1.74614	0
3.51552	1.74325	-0.301672	3.51552	1.74325	0
4.57529	1.7226	-0.336458	4.57529	1.7226	0
5.57163	1.74595	-0.328682	5.57163	1.74595	0
6.60969	1.72286	-0.306858	6.60969	1.72286	0
7.64706	1.68444	-0.324919	7.64706	1.68444	0
8.69093	1.69009	-0.313606	8.69093	1.69009	0
9.6873	1.66219	-0.332463	9.6873	1.66219	0
10.694	1.704	-0.321194	10.694	1.704	0
11.7771	1.76898	-0.3209	11.7771	1.76898	0
-11.023	1.71864	-0.330198	-11.023	1.71864	0
-9.99617	1.78955	-0.31908	-9.99617	1.78955	0
-8.96846	1.73496	-0.324869	-8.96846	1.73496	0
-7.99946	1.82449	-0.325903	-7.99946	1.82449	0
-6.93343	1.76304	-0.299145	-6.93343	1.76304	0
-5.91737	1.69039	-0.308057	-5.91737	1.69039	0
-4.9053	1.66046	-0.33128	-4.9053	1.66046	0
-3.82032	1.62159	-0.326692	-3.82032	1.62159	0
-2.79337	1.66037	-0.33784	-2.79337	1.66037	0
-1.74753	1.65466	-0.339534	-1.74753	1.65466	0
-0.663663	2.67847	-0.324103	-0.663663	2.67847	0
0.361255	2.73276	-0.310901	0.361255	2.73276	0
1.40397	2.74237	-0.323578	1.40397	2.74237	0
2.39006	2.77128	-0.308254	2.39006	2.77128	0
3.49134	2.75102	-0.336759	3.49134	2.75102	0
4.53851	2.74422	-0.330543	4.53851	2.74422	0
5.55755	2.80811	-0.290036	5.55755	2.80811	0
6.61852	2.74648	-0.315161	6.61852	2.74648	0
7.66428	2.72638	-0.309056	7.66428	2.72638	0
8.65091	2.73824	-0.330299	8.65091	2.73824	0
9.66003	2.72493	-0.319012	9.66003	2.72493	0
10.6861	2.71484	-0.310756	10.6861	2.71484	0
11.7004	2.77092	-0.305715	11.7004	2.77092	0
-11.0045	2.84631	-0.316487	-11.0045	2.84631	0
-10.0034	2.77229	-0.294555	-10.0034	2.77229	0
