-0.475459	-0.271871	-0.336936	-0.475459	-0.271871	0
0.707893	-0.300193	-0.313695	0.707893	-0.300193	0
1.68276	-0.326731	-0.316554	1.68276	-0.326731	0
2.71428	-0.307587	-0.318974	2.71428	-0.307587	0
3.70146	-0.300589	-0.299383	3.70146	-0.300589	0
4.76582	-0.343801	-0.33441	4.76582	-0.343801	0
5.74916	-0.355957	-0.31216	5.74916	-0.355957	0
6.761	-0.228352	-0.310069	6.761	-0.228352	0
7.74642	-0.2725	-0.321189	7.74642	-0.2725	0
8.83207	-0.335465	-0.32379	8.83207	-0.335465	0
9.84979	-0.384784	-0.325274	9.84979	-0.384784	0
10.9404	-0.29339	-0.315451	10.9404	-0.29339	0
-11.8311	-0.26336	-0.30454	-11.8311	-0.26336	0
-10.765	-0.255366	-0.329918	-10.765	-0.255366	0
-9.75868	-0.248998	-0.307883	-9.75868	-0.248998	0
-8.74525	-0.279192	-0.295709	-8.74525	-0.279192	0
-7.6992	-0.292616	-0.345642	-7.6992	-0.292616	0
-6.68845	-0.247606	-0.294156	-6.68845	-0.247606	0
-5.5236	-0.22028	-0.314022	-5.5236	-0.22028	0
-4.56338	-0.212636	-0.322279	-4.56338	-0.212636	0
-3.48309	-0.171172	-0.297383	-3.48309	-0.171172	0
-2.45733	-0.339407	-0.333379	-2.45733	-0.339407	0
-1.45356	-0.373542	-0.310558	-1.45356	-0.373542	0
-0.413804	0.751092	-0.330483	-0.413804	0.751092	0
0.624089	0.727023	-0.325498	0.624089	0.727023	0
1.61781	0.659475	-0.31318	1.61781	0.659475	0
2.68167	0.790346	-0.338277	2.68167	0.790346	0
3.70049	0.741925	-0.306539	3.70049	0.741925	0
4.72483	0.725216	-0.33027	4.72483	0.725216	0
5.6978	0.745158	-0.327152	5.6978	0.745158	0
6.80122	0.828355	-0.329001	6.80122	0.828355	0
7.78587	0.73918	-0.310599	7.78587	0.73918	0
8.77566	0.719678	-0.336468	8.77566	0.719678	0
9.84802	0.732649	-0.315293	9.84802	0.732649	0
10.8919	0.709998	-0.322153	10.8919	0.709998	0
-11.8616	0.756204	-0.319544	-11.8616	0.756204	0
-10.8013	0.794842	-0.334138	-10.8013	0.794842	0
-9.80917	0.776743	-0.312318	-9.80917	0.776743	0
-8.78345	0.793162	-0.323913	-8.78345	0.793162	0
-7.69578	0.810505	-0.31356	-7.69578	0.810505	0
-6.69916	0.796451	-0.345556	-6.69916	0.796451	0
-5.58176	0.794664	-0.324823	-5.58176	0.794664	0
-4.54249	0.815403	-0.335846	-4.54249	0.815403	0
-3.53242	0.86771	-0.331421	-3.53242	0.86771	0
-2.43976	0.738268	-0.291075	-2.43976	0.738268	0
-1.45691	0.718134	-0.328619	-1.45691	0.718134	0
-0.455274	1.76389	-0.323017	-0.455274	1.76389	0
0.574639	1.79083	-0.308549	0.574639	1.79083	0
1.59828	1.72774	-0.32009	1.59828	1.72774	0
2.62071	1.79664	-0.306964	2.62071	1.79664	0
3.6237	1.79888	-0.320555	3.6237	1.79888	0
4.66568	1.79086	-0.309288	4.66568	1.79086	0
5.66449	1.78476	-0.316736	5.66449	1.78476	0
6.77889	1.78986	-0.297978	6.77889	1.78986	0
7.82325	1.78875	-0.331243	7.82325	1.78875	0
8.85847	1.81782	-0.321672	8.85847	1.81782	0
9.82914	1.75326	-0.331757	9.82914	1.75326	0
10.8999	1.79031	-0.303706	10.8999	1.79031	0
-11.8633	1.81229	-0.306504	-11.8633	1.81229	0
-10.8224	1.75755	-0.307913	-10.8224	1.75755	0
-9.76956	1.79917	-0.322043	-9.76956	1.79917	0
-8.72233	1.81027	-0.314506	-8.72233	1.81027	0
-7.69314	1.80812	-0.326232	-7.69314	1.80812	0
-6.61485	1.80982	-0.346551	-6.61485	1.80982	0
-5.58761	1.83148	-0.339111	-5.58761	1.83148	0
-4.56459	1.84474	-0.300202	-4.56459	1.84474	0
-3.50944	1.86826	-0.341264	-3.50944	1.86826	0
-2.4987	1.77448	-0.325051	-2.4987	1.77448	0
-1.5205	1.73085	-0.325775	-1.5205	1.73085	0
-0.511381	2.78395	-0.308888	-0.511381	2.78395	0
0.589788	2.793	-0.314676	0.589788	2.793	0
