-0.826814	 	-0.130922	 	-0.325236	 	-0.826814	 	-0.130922 	 0
0.17099	 	-0.140635	 	-0.325525	 	0.17099	 	-0.140635 	 0
1.23337	 	-0.203968	 	-0.314515	 	1.23337	 	-0.203968 	 0
2.22341	 	-0.161558	 	-0.28633	 	2.22341	 	-0.161558 	 0
3.26508	 	-0.176671	 	-0.318864	 	3.26508	 	-0.176671 	 0
4.27989	 	-0.140885	 	-0.317496	 	4.27989	 	-0.140885 	 0
5.32973	 	-0.137571	 	-0.316804	 	5.32973	 	-0.137571 	 0
6.42101	 	-0.111667	 	-0.303588	 	6.42101	 	-0.111667 	 0
7.4514	 	-0.111818	 	-0.314902	 	7.4514	 	-0.111818 	 0
8.48676	 	-0.11075	 	-0.304037	 	8.48676	 	-0.11075 	 0
9.53352	 	-0.0882077	 	-0.328931	 	9.53352	 	-0.0882077 	 0
10.5285	 	-0.147608	 	-0.298553	 	10.5285	 	-0.147608 	 0
-12.2105	 	-0.125548	 	-0.333385	 	11.5756	 	-0.125548 	 0
-11.2407	 	-0.146945	 	-0.311725	 	-11.2407	 	-0.146945 	 0
-10.132	 	-0.112028	 	-0.334323	 	-10.132	 	-0.112028 	 0
-9.12235	 	-0.112578	 	-0.325748	 	-9.12235	 	-0.112578 	 0
-8.0402	 	-0.0690882	 	-0.334678	 	-8.0402	 	-0.0690882 	 0
-7.0417	 	-0.158298	 	-0.327608	 	-7.0417	 	-0.158298 	 0
-5.96851	 	-0.132722	 	-0.335374	 	-5.96851	 	-0.132722 	 0
-4.95337	 	-0.101604	 	-0.302956	 	-4.95337	 	-0.101604 	 0
-3.95068	 	-0.185518	 	-0.317387	 	-3.95068	 	-0.185518 	 0
-2.92464	 	-0.194336	 	-0.31531	 	-2.92464	 	-0.194336 	 0
-1.85604	 	-0.112383	 	-0.339967	 	-1.85604	 	-0.112383 	 0
-0.894492	 	0.922697	 	-0.319077	 	-0.894492	 	0.922697 	 0
0.163539	 	0.92703	 	-0.338344	 	0.163539	 	0.92703 	 0
1.15185	 	0.900505	 	-0.327212	 	1.15185	 	0.900505 	 0
2.19182	 	0.882457	 	-0.33092	 	2.19182	 	0.882457 	 0
3.25682	 	0.857015	 	-0.3054	 	3.25682	 	0.857015 	 0
4.28305	 	0.872029	 	-0.334566	 	4.28305	 	0.872029 	 0
5.30073	 	0.972384	 	-0.323669	 	5.30073	 	0.972384 	 0
6.32687	 	0.94591	 	-0.296066	 	6.32687	 	0.94591 	 0
7.37656	 	0.858506	 	-0.313951	 	7.37656	 	0.858506 	 0
8.48604	 	0.907854	 	-0.310118	 	8.48604	 	0.907854 	 0
9.49777	 	0.902409	 	-0.29426	 	9.49777	 	0.902409 	 0
10.6107	 	0.954168	 	-0.343643	 	10.6107	 	0.954168 	 0
-12.1837	 	0.902045	 	-0.316036	 	11.6023	 	0.902045 	 0
-11.1625	 	0.950918	 	-0.325317	 	-11.1625	 	0.950918 	 0
-10.1431	 	0.948448	 	-0.313002	 	-10.1431	 	0.948448 	 0
-9.10793	 	0.920821	 	-0.298653	 	-9.10793	 	0.920821 	 0
-8.08227	 	0.913004	 	-0.309844	 	-8.08227	 	0.913004 	 0
-7.05335	 	0.915615	 	-0.325446	 	-7.05335	 	0.915615 	 0
-6.05645	 	0.909484	 	-0.307411	 	-6.05645	 	0.909484 	 0
-4.92683	 	0.863836	 	-0.325367	 	-4.92683	 	0.863836 	 0
-3.91023	 	0.880183	 	-0.34013	 	-3.91023	 	0.880183 	 0
-2.87357	 	0.839246	 	-0.305609	 	-2.87357	 	0.839246 	 0
-1.89565	 	0.858722	 	-0.323853	 	-1.89565	 	0.858722 	 0
-0.910061	 	1.93296	 	-0.293621	 	-0.910061	 	1.93296 	 0
0.112295	 	1.98418	 	-0.31797	 	0.112295	 	1.98418 	 0
1.18184	 	1.9219	 	-0.310377	 	1.18184	 	1.9219 	 0
2.23554	 	1.91057	 	-0.304887	 	2.23554	 	1.91057 	 0
3.2426	 	1.92022	 	-0.322546	 	3.2426	 	1.92022 	 0
4.26284	 	1.94346	 	-0.338187	 	4.26284	 	1.94346 	 0
5.27314	 	1.97932	 	-0.302281	 	5.27314	 	1.97932 	 0
6.36685	 	2.00324	 	-0.318623	 	6.36685	 	2.00324 	 0
7.40088	 	1.97066	 	-0.330971	 	7.40088	 	1.97066 	 0
8.44088	 	1.94392	 	-0.332703	 	8.44088	 	1.94392 	 0
9.49561	 	1.92726	 	-0.324942	 	9.49561	 	1.92726 	 0
10.5759	 	2.00237	 	-0.310443	 	10.5759	 	2.00237 	 0
-12.178	 	1.94426	 	-0.318897	 	11.608	 	1.94426 	 0
-11.2338	 	1.95207	 	-0.330628	 	-11.2338	 	1.95207 	 0
-10.1378	 	2.00228	 	-0.324089	 	-10.1378	 	2.00228 	 0
-9.10911	 	2.00886	 	-0.351611	 	-9.10911	 	2.00886 	 0
-8.10482	 	1.9457	 	-0.32448	 	-8.10482	 	1.9457 	 0
-7.02943	 	1.96116	 	-0.32323	 	-7.02943	 	1.96116 	 0
-6.02677	 	1.95349	 	-0.312066	 	-6.02677	 	1.95349 	 0
-5.03783	 	1.87024	 	-0.309845	 	-5.03783	 	1.87024 	 0
-3.98833	 	1.86792	 	-0.318583	 	-3.98833	 	1.86792 	 0
-2.9357	 	1.92554	 	-0.33665	 	-2.9357	 	1.92554 	 0
-1.88243	 	1.87262	 	-0.366741	 	-1.88243	 	1.87262 	 0
-0.979525	 	2.94014	 	-0.309486	 	-0.979525	 	2.94014 	 0
0.0729249	 	3.00445	 	-0.33382	 	0.0729249	 	3.00445 	 0
1.21179	 	2.9411	 	-0.334277	 	1.21179	 	2.9411 	 0
2.21403	 	2.93886	 	-0.342766	 	2.21403	 	2.93886 	 0
3.23593	 	2.95879	 	-0.308539	 	3.23593	 	2.95879 	 0
4.26476	 	2.96653	 	-0.307815	 	4.26476	 	2.96653 	 0
5.23504	 	2.94404	 	-0.337767	 	5.23504	 	2.94404 	 0
6.30946	 	3.01008	 	-0.317853	 	6.30946	 	3.01008 	 0
7.39835	 	2.9978	 	-0.308702	 	7.39835	 	2.9978 	 0
