-0.159612	 	0.282952	 	-0.313815	 	-0.159612	 	0.282952 	 0
0.875486	 	0.263472	 	-0.347484	 	0.875486	 	0.263472 	 0
1.8395	 	0.225904	 	-0.334169	 	1.8395	 	0.225904 	 0
2.94925	 	0.296537	 	-0.310952	 	2.94925	 	0.296537 	 0
3.98876	 	0.237687	 	-0.316192	 	3.98876	 	0.237687 	 0
5.0588	 	0.275168	 	-0.321553	 	5.0588	 	0.275168 	 0
6.07866	 	0.220562	 	-0.311521	 	6.07866	 	0.220562 	 0
7.03487	 	0.283637	 	-0.313457	 	7.03487	 	0.283637 	 0
8.12198	 	0.293657	 	-0.33125	 	8.12198	 	0.293657 	 0
9.16267	 	0.304257	 	-0.32734	 	9.16267	 	0.304257 	 0
10.2283	 	0.326692	 	-0.298215	 	10.2283	 	0.326692 	 0
11.2069	 	0.323495	 	-0.321481	 	11.2069	 	0.323495 	 0
-11.5065	 	0.320987	 	-0.291182	 	-11.5065	 	0.320987 	 0
-10.4606	 	0.296679	 	-0.301157	 	-10.4606	 	0.296679 	 0
-9.41754	 	0.336497	 	-0.306027	 	-9.41754	 	0.336497 	 0
-8.44134	 	0.41638	 	-0.305943	 	-8.44134	 	0.41638 	 0
-7.39889	 	0.321638	 	-0.336112	 	-7.39889	 	0.321638 	 0
-6.37897	 	0.315504	 	-0.313036	 	-6.37897	 	0.315504 	 0
-5.33486	 	0.281246	 	-0.346075	 	-5.33486	 	0.281246 	 0
-4.30878	 	0.293001	 	-0.33025	 	-4.30878	 	0.293001 	 0
-3.28054	 	0.272035	 	-0.296863	 	-3.28054	 	0.272035 	 0
-2.2161	 	0.318577	 	-0.31889	 	-2.2161	 	0.318577 	 0
-1.23625	 	0.302012	 	-0.30251	 	-1.23625	 	0.302012 	 0
-0.18892	 	1.33295	 	-0.317191	 	-0.18892	 	1.33295 	 0
0.855634	 	1.24581	 	-0.325382	 	0.855634	 	1.24581 	 0
1.94742	 	1.29697	 	-0.325773	 	1.94742	 	1.29697 	 0
3.00915	 	1.2994	 	-0.305909	 	3.00915	 	1.2994 	 0
3.9798	 	1.2516	 	-0.318683	 	3.9798	 	1.2516 	 0
5.03539	 	1.26076	 	-0.318702	 	5.03539	 	1.26076 	 0
6.01301	 	1.37097	 	-0.322251	 	6.01301	 	1.37097 	 0
7.04591	 	1.31203	 	-0.317181	 	7.04591	 	1.31203 	 0
8.09675	 	1.29608	 	-0.303705	 	8.09675	 	1.29608 	 0
9.14268	 	1.38095	 	-0.323301	 	9.14268	 	1.38095 	 0
10.1739	 	1.30097	 	-0.324081	 	10.1739	 	1.30097 	 0
11.2463	 	1.35392	 	-0.31433	 	11.2463	 	1.35392 	 0
-11.5108	 	1.34152	 	-0.336398	 	-11.5108	 	1.34152 	 0
-10.4587	 	1.33469	 	-0.288008	 	-10.4587	 	1.33469 	 0
-9.43107	 	1.37512	 	-0.318207	 	-9.43107	 	1.37512 	 0
-8.4146	 	1.45014	 	-0.355204	 	-8.4146	 	1.45014 	 0
-7.31635	 	1.39562	 	-0.339959	 	-7.31635	 	1.39562 	 0
-6.30564	 	1.32054	 	-0.280203	 	-6.30564	 	1.32054 	 0
-5.27923	 	1.30708	 	-0.31101	 	-5.27923	 	1.30708 	 0
-4.33257	 	1.32125	 	-0.317012	 	-4.33257	 	1.32125 	 0
-3.31984	 	1.33693	 	-0.308909	 	-3.31984	 	1.33693 	 0
-2.37891	 	1.33143	 	-0.320306	 	-2.37891	 	1.33143 	 0
-1.23048	 	1.35098	 	-0.302843	 	-1.23048	 	1.35098 	 0
-0.170718	 	2.35344	 	-0.309755	 	-0.170718	 	2.35344 	 0
0.92619	 	2.26739	 	-0.351551	 	0.92619	 	2.26739 	 0
1.92178	 	2.25067	 	-0.31971	 	1.92178	 	2.25067 	 0
2.98221	 	2.33831	 	-0.322772	 	2.98221	 	2.33831 	 0
4.00687	 	2.24545	 	-0.342903	 	4.00687	 	2.24545 	 0
5.03435	 	2.39932	 	-0.313851	 	5.03435	 	2.39932 	 0
6.001	 	2.37941	 	-0.330747	 	6.001	 	2.37941 	 0
7.03764	 	2.40536	 	-0.302403	 	7.03764	 	2.40536 	 0
8.10899	 	2.31881	 	-0.31852	 	8.10899	 	2.31881 	 0
9.14352	 	2.39223	 	-0.321931	 	9.14352	 	2.39223 	 0
10.227	 	2.33681	 	-0.318403	 	10.227	 	2.33681 	 0
11.2177	 	2.37853	 	-0.328062	 	11.2177	 	2.37853 	 0
-11.5415	 	2.41379	 	-0.324209	 	-11.5415	 	2.41379 	 0
